微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zwgFelxDm,"如果孩子问，天为什么是蓝色的? 父母很少顾左右而言它回答说""天上白云飘呀飘""，对吧? 但当女孩问，男孩为什么站着小便时，很多父母却喜欢匆忙打岔，不肯直接回答，孩子本是对世界观察的一种直觉反应，并未有任何不好倾向，父母却通过言辞闪烁给孩子一种错觉，久而久之TA将再也不问你，改为瞎琢磨了!  ",,无,无,无,2013-05-11 22:56,微博 weibo.com,4,5,3
zwgEPwZuA,网友问: 请问德国父亲如何和女儿沟通性问题? 答: 我不可能知道所有德国父亲的反应，但通过读德国儿童教育书籍知道德国父母向孩子传授性知识的一大指导原则是: 孩子问到哪，你就教到哪，不要打压，也不必提前灌输。关键目的是跟孩子从小培养相互信任的关系，这样，当TA未来遇到困惑时才敢向你敞开心扉。  ,,无,无,无,2013-05-11 22:55,微博 weibo.com,12,9,2
zweJskoqD,很多父亲，人到中年，搞外遇玩偷情，利用世俗社会歧视中年妇女的优势，把自己老婆欺骗欺负得团团转，夫妻关系乖张，却仍然对正在成长的女儿进行老一套所谓纯洁实则无知以便利于男性欺诈的教育方式，好像孩子不是他亲生的，不让女儿活成她妈那样葬送在她爸那样的渣男手里就不罢休似的!  ,,无,无,无,2013-05-11 18:01,微博 weibo.com,17,42,21
zweCLcj96,很多母亲，人到中年，看不住老公，抓不牢幸福，夫妻关系淡漠，却仍然对正在成长的女儿进行遮掩捂盖的教育方式，好像孩子不是她亲生的，不让女儿活成她那样就不罢休似的! 一把岁数的人了，也应总结经验传授心得了，明明你那套在婚恋场上失败得一塌糊涂，还有脸继续用老一套戕害孩子啊?  ,,无,无,无,2013-05-11 17:45,微博 weibo.com,8,8,8
zwex72q4H,科学知识并不是一味正确的，但教会孩子尊重科学知识的一大好处是，懂科学的人思想更趋进开放，容易兼收并蓄，更容易纠正错误，而蒙昧偏见的人却喜欢一条道走到黑。比如很多婚姻状况一塌糊涂的中老年人，明明自己青少年时因性知识匮乏导致婚恋不幸，却死不悔改一如既往继续蒙昧下一代，传递不幸接力棒。  ,,无,无,无,2013-05-11 17:31,微博 weibo.com,11,6,2
zwetc8JH6,孩子对两性之间的疑问并不像成年人想象的那样是有了什么坏思想才产生的，而只是对世界万物天真无邪的好奇心，对孩子来讲，了解男孩(女孩)是怎么小便的就像了解雪花是怎么形成的一样纯洁，关键是你的态度，你暧昧不清甚至恶意嘲笑TA，第一泯灭掉TA的好奇心，第二泯灭掉TA对你的信任，造成未来更大隐患。  ,,无,无,无,2013-05-11 17:21,微博 weibo.com,7,6,0
zweqHyY8e,"网友问: 怎么引导孩子性知识呢？答: 就像其它教育一样，不要拔苗助长，不要一味灌输，也不要漠不关心，只要孩子提问，不管是问""天为什么是蓝的""，还是问""男孩子为什么站着小便""，作为家长都要清晰明确饶有趣味回答TA，甚至一起查书，根据孩子相应理解力解说，让TA从小对知识保持好奇心，并充分信任你。  ",,无,无,无,2013-05-11 17:15,微博 weibo.com,6,6,0
zwdGq5gM7,我不反对同性恋的性爱，不反对残疾人的性爱，但极力反对智障人士的性爱，不管是发生在智障人之间的，还是发生在正常人与智障人之间的，因为，性爱，是一种智力游戏，前提是发生在两个智力平等智商相当的个体间的，任何高低区别都是对弱智人士以爱为名义的一种利用! (很多傻姑娘都是被这么利用的)  ,,无,无,无,2013-05-11 15:21,微博 weibo.com,8,5,7
zw8bhBX2d,"前几天大女儿问道""世界上那么多人，将来到底跟谁结婚好呢?"" 我说""你看谁顺眼，他看你也顺眼，你们就可以结婚了。"" 她问""那结完婚要是又看不顺眼怎么办呢?"" 我说""所以结完婚后两个人要互相逗对方开心，像爸爸妈妈这样，就会越看对方越顺眼。""  ",,无,无,无,2013-05-11 01:21,微博 weibo.com,8,6,4
zw85G7oSk,"今天大女儿从小朋友那听到一个词，天真无邪问我们""什么是Sex?"" 我俩早已通过气，孩子性疑问一概由老公负责，他比我懂得多会解释，于是我听他说""Sex就是两个相爱的人身体一种亲密接触。"" 孩子问""你们做Sex吗?"" 老公眼神清澈神情清爽答道""经常做啊。"" 她想了想，觉得这问题真小儿科，就去玩洋娃娃了。  ",,无,无,无,2013-05-11 01:07,微博 weibo.com,9,14,4
zw3Biq86o,"女网友写道: ""找个人品好，脾气好，外表好。既会挣钱，床上功夫又好的男人不容易!""----我感觉，具备前三样的男人很容易找到，会挣钱问题也不大，但床上功夫好的男人凤毛麟角，会调情的男人是九曲星下凡，会一辈子跟你调情的男人算得上天王星撞上冥王星的几率，我不信我会遇到第二次!  ",,无,无,无,2013-05-10 13:41,微博 weibo.com,7,8,11
zvWFWqYTF,网友说: 我看你还有三年就会疯掉，找点正事干吧。答: 生儿育女供房供车攻读学位割草养花读书养性按时上税....相比大部分中国熟人，除了没搞外遇，我们夫妻这十年干的正事估计比其他夫妻要多要好。  ,,无,无,无,2013-05-09 20:03,微博 weibo.com,6,1,12
zvVh6hVht,"男网友写道: ""我婚前用十年时间接触女人, 得出的结论是: 床戏多，会调情，懂撒娇，叫声棒，通口交，臀很大，腰很软，会疼你的女人太少了，多数只能达标一两个而已，你睡得越多越绝望。""----在这里转发下，顺路解释下，为什么有的女人虽不漂亮却很受成熟男人欢迎的根本性原因! 靠脸蛋是拿不住男人的!  ",,无,无,无,2013-05-09 16:29,微博 weibo.com,9,10,12
zvVbOhVwp,网友问: 如果你不爱你老公，会离开还是因不想给孩子带来伤害而维持婚姻？ 答: 我以前一再表达夫妻如果不相爱，婚姻会很痛苦，带给孩子的负面影响更大，不如俩人理智分手，只要后续措施得当，不会带给孩子太多伤害。父母给予孩子最大的爱是爱彼此，认真对待性爱是义务，这是保持爱情的高效手段。  ,,无,无,无,2013-05-09 16:16,微博 weibo.com,6,4,2
zvPHobPBB,网友问:你会为了爱情离开孩子吗? 答: 我不会为了爱情牺牲属于我的任何东西，包括尊严，自由和性爱，可以这样说，书上描写的那种卑微到尘埃的爱情我从未理解过，也未碰到过! 要我离开孩子才能得到的爱情，那种男人，我怎么会爱上?  ,,无,无,无,2013-05-09 02:17,微博 weibo.com,13,16,15
zvPzXdOMF,"网友说我年轻时在国内情场一定""苦大仇深""，冤啊，我当年睡过的男人搁现在也超过平均水平，并且以我一向消极怠工的态度，从未主动追过任何男人，25岁跟小我一岁，身高1米84，父母皆为医生，家教良好的帅哥定下终身，从哪个角度讲，也算不上失败，更谈不上苦大仇深，除了性爱质量不高，青春没啥缺憾。  ",,无,无,无,2013-05-09 01:59,微博 weibo.com,4,3,14
zvOsZa8fr,其实在国内时我就经常打破常规超前享受，和情人半夜跑到天津海河边，夜黑人静脱光衣服跳进海河裸泳过，那种美妙感觉令人难忘。因此，一来德国听说有裸体沙滩，我比谁都兴奋，没裸泳过的同志们，请一定尝试一把，感觉真的跟穿上衣服不一样哦!  ,,无,无,无,2013-05-08 23:09,微博 weibo.com,3,1,10
zvOqKxXUn,读报纸，据调查，33%德国人在汽车上搞过，19%在森林或沙滩，17%在公共桑拿房(德国桑拿都是裸体，不分男女)，10%在公共交通工具上(德国公共交通工具经常空无一人，环境优雅，座椅宽敞，明摆着让大家尽情环保，不要开私家车玩嘛)。我还真没在桑拿房里搞过，感觉太热，影响心情，除此之外，四处搞过!  ,,无,无,无,2013-05-08 23:04,微博 weibo.com,5,1,8
zvKtyEhas,网友说: 博主嘴不把门个性豪放估计对中国男人缺少神秘感，所以不受欢迎。答: 装逼又不是高潮，需要不停探索才能达到。可以说，每个女人生来就会装逼，但不是每个女人生来都能高潮。其实我在国内非常含蓄，尤其在床上，非常会装逼。因为，在一个大多数男人不懂女性高潮的地方，除了含蓄，你别无选择!  ,,无,无,无,2013-05-08 13:00,微博 weibo.com,7,4,38
zvB7GrvTB,网友的评论: 我有几个朋友因为不忠被老婆休掉，结果呢，混了好几年仍然无法重新结婚。因为他们又要美色又要人品，觉得跟他们勾三搭四的女人都不配和前妻相提并论，所以一直单身，他们怀念前妻。这说明男人的双重标准，能谈情说爱的，未必能适合娶回家。  ,,无,无,无,2013-05-07 13:11,微博 weibo.com,5,14,1
zvvTx9yE9,"昨天网上报名参加六月份本市马拉松，开始进入备战状态，我的理想，明年能去参加柏林马拉松，老公说""你三十岁开始学德语，三十八岁开始学钢管舞，四十岁开始跑马拉松，我真怕你五十岁开始换老公。""  ",,无,无,无,2013-05-06 23:52,微博 weibo.com,12,18,21
zvvK4jrFl,同学跟我说，大学同学聚会，她看到相片后感觉一片萧杀，全都成胖子了，方才感觉到衰老，其实像我们这年龄，趟过什么河爬过什么山，下过什么套钻过什么瓮，爱过几个人结过几次婚....混成什么样都已不重要，重要的是，脸还没变圆，皮还没变松，肉还没变厚，总而言之，女人还有腰，男人没肚子，就算你牛B!  ,,无,无,无,2013-05-06 23:29,微博 weibo.com,11,12,10
zvrxjC1Yh,"我老公说，他最爱我这种迷迷糊糊马大哈的样子，什么都不当回事儿，跟总统的合影被我扔在角落里，都不拿出来炫耀下，我说""这有什么可炫耀的，说不定将来是你们总统炫耀他跟我合过影呢，哼!"" 老公说，""所以，我太爱你了。""  ",,无,无,无,2013-05-06 12:47,微博 weibo.com,13,2,8
zvrvp9d7l,"好朋友 @Maggie-Baby 认识一人跟她吹牛，他认识一人，那人跟马英九合过影，嘲笑好朋友不够成功，社交圈档次不高，把好朋友气坏了。我当笑话讲给老公听，老公冷嘲热讽说""哼，我老婆当年还跟德国总统合过影呢!"" 啊? 我居然把这么重大的事情给忘了哦，Maggie, 也可以吹牛了，最好朋友跟德国总统合过影哩!  ",,无,无,无,2013-05-06 12:42,微博 weibo.com,2,0,5
zvhwO47we,我和老公婚姻之所以十年如一日甜蜜幸福，正是因为他从不和我讲理，只跟我调情(他的意思是，我深谙东西两国文化，道理比他懂得多，不必再跟我讲理); 我从不改变他，只完善自己(我的意思是，我嫁的不是半成品，不必敲敲打打重新组装，所以我不穷逼他学中文，改逼自己苦学德语，他痛快，我也没吃亏)。  ,,无,无,无,2013-05-05 11:18,微博 weibo.com,10,11,7
zvhlg40rM,最愚蠢的男人喜欢跟女人讲理，最愚蠢的女人喜欢改变男人----窃以为这两点总结了所有夫妻不和婚姻不幸之根源。  ,,无,无,无,2013-05-05 10:49,微博 weibo.com,32,152,23
zvgXpqlYh,"德国的天气很讨厌，时而下雨时而晴，晾晒在外的衣架时而搬进时而搬出，老公下课回家一进门我一边往外搬衣架一边抱怨""今天我光进进出出折腾衣服了。"" 他加重语气说""我今天也忙着进进出出了。"" 我说""我进进出出是在干活，为了让衣服快干!"" 他说""我进进出出也是在干活，为了让你快湿呀。""  ",,无,无,无,2013-05-05 09:51,微博 weibo.com,4,1,5
zvgL2BDoi,昨天不到9点我就因一杯红酒睁不开眼，倒在沙发上读小说睡着了，直到12点多被老公叫醒上床大战，接着倒头便睡，睡了两个多小时不知怎么突然醒来就睡不着了，看着老公沉睡的面孔，突然柔情满怀，唉，得夫若此，妇复何求? 如果不是遇到他，我这种人会不会一直漂泊在情海，无法守身如玉安心定意呢?  ,,无,无,无,2013-05-05 09:20,微博 weibo.com,5,2,10
zvgGXox5E,周六老公要上课，昨天一大早本打算小小缠绵下就起床，结果惹火上身，时间紧迫只得匆忙为他口，他很过意不去，说晚上补偿我。下午回到家吃蛋糕喝咖啡，割草收拾车库陪孩子玩，晚饭后送孩子上床整理课业看拳击，一直忙到半夜还要伺候我连冲云霄，完事儿我跟他说，他真是度过了一天有意义的中国青年节啊。  ,,无,无,无,2013-05-05 09:10,微博 weibo.com,4,0,5
zvbw4uhdi,"网友问题五花八门，涉及男女各个角落，我人单影只，回答起来力有不逮，突然感觉可以把各个网友意见和评论匿名转发，权当个体反馈，兴许能帮到某些迷糊或不解之人，比如女网友悲愤评论""可气有的男人仪表堂堂连舌吻都不会，连想睡他的欲望都被他低劣的表现浇熄了""就很可贵，提醒男士们，千万学会舌吻哦!  ",,无,无,无,2013-05-04 20:00,微博 weibo.com,4,2,5
zvauZ5vDv,网友问如何看女追男? 答: 在情场上，我是个极端消极怠工的人，从未主动追过任何人，我懒得追人，不是我耍大牌够大腕，而是我太喜新厌旧，主动追到手，将来甩起来麻烦。一想到要跟谁过一辈子，就有种噩梦缠身的恐惧。生怕错过更好玩的人---这是隐藏在我内心最大的恐惧，万不敢承担主动追的后果。  ,,无,无,无,2013-05-04 17:24,微博 weibo.com,6,7,23
